Date,Ticker,Close,High,Low,Open,Volume
2025-10-20,A,143.0,144.6300048828125,142.27000427246094,143.0,1580500
2025-10-20,AAMI,47.279998779296875,47.64500045776367,46.61000061035156,46.61000061035156,140800
2025-10-20,AAP,52.900001525878906,53.52000045776367,52.150001525878906,52.779998779296875,1324100
2025-10-20,AAPL,262.239990234375,264.3800048828125,255.6300048828125,255.88999938964844,90370300
2025-10-20,AAT,19.600000381469727,19.670000076293945,19.280000686645508,19.510000228881836,224700
2025-10-20,ABBV,232.05999755859375,232.25999450683594,230.0,231.0,5246700
2025-10-20,ABCB,72.58999633789062,72.91000366210938,70.94999694824219,71.08999633789062,360300
2025-10-20,ABG,245.8699951171875,248.0800018310547,242.5399932861328,244.58999633789062,103900
2025-10-20,ABM,45.540000915527344,45.58000183105469,45.06999969482422,45.06999969482422,401100
2025-10-20,ABNB,127.20999908447266,128.5,125.79000091552734,126.11000061035156,3976900
2025-10-20,ABR,11.880000114440918,11.899999618530273,11.600000381469727,11.640000343322754,1776900
2025-10-20,ABT,129.50999450683594,129.82000732421875,128.1300048828125,128.44000244140625,5810000
2025-10-20,ACA,93.66000366210938,95.1050033569336,93.31500244140625,94.0999984741211,146100
2025-10-20,ACAD,20.940000534057617,21.34000015258789,20.75,21.049999237060547,1660500
2025-10-20,ACGL,86.97000122070312,87.25,86.0,87.11000061035156,1892200
2025-10-20,ACHC,23.959999084472656,24.59000015258789,23.899999618530273,24.440000534057617,1506000
2025-10-20,ACIW,49.0099983215332,49.65999984741211,48.650001525878906,49.15999984741211,730200
2025-10-20,ACLS,83.87999725341797,85.43000030517578,83.62000274658203,83.9800033569336,351400
2025-10-20,ACN,242.17999267578125,244.19000244140625,239.74000549316406,240.10000610351562,3495200
2025-10-20,ACT,35.75,35.79999923706055,35.290000915527344,35.619998931884766,188600
2025-10-20,ADAM,6.929999828338623,6.940000057220459,6.809999942779541,6.909999847412109,281300
2025-10-20,ADBE,343.3999938964844,344.20001220703125,334.25,334.6400146484375,3900300
2025-10-20,ADEA,16.790000915527344,16.920000076293945,16.469999313354492,16.65999984741211,309654
2025-10-20,ADI,246.22000122070312,246.83999633789062,242.8699951171875,242.8699951171875,2759700
2025-10-20,ADM,63.189998626708984,63.9900016784668,62.91999816894531,63.720001220703125,2124500
2025-10-20,ADMA,14.6899995803833,14.800000190734863,14.489999771118164,14.489999771118164,2895300
2025-10-20,ADNT,23.219999313354492,23.450000762939453,22.920000076293945,23.290000915527344,629400
2025-10-20,ADP,283.0299987792969,283.739990234375,281.17999267578125,281.6099853515625,1395700
2025-10-20,ADSK,307.95001220703125,308.0799865722656,304.32000732421875,305.0,885100
2025-10-20,ADUS,121.41999816894531,121.69000244140625,118.9000015258789,119.4800033569336,96800
2025-10-20,AEE,105.69000244140625,106.7300033569336,105.3499984741211,106.16000366210938,2137700
2025-10-20,AEIS,197.44000244140625,198.67999267578125,192.50999450683594,192.50999450683594,787500
2025-10-20,AEO,15.479999542236328,15.720000267028809,14.90999984741211,15.050000190734863,5070700
2025-10-20,AEP,117.81999969482422,118.19000244140625,116.87000274658203,118.12999725341797,2988500
2025-10-20,AES,14.399999618530273,14.789999961853027,14.369999885559082,14.699999809265137,6852200
2025-10-20,AESI,10.729999542236328,10.765000343322754,10.234999656677246,10.300000190734863,1767200
2025-10-20,AFL,108.7699966430664,109.0999984741211,107.55000305175781,107.83000183105469,1108900
2025-10-20,AGO,81.0,81.23999786376953,80.08999633789062,80.16999816894531,172500
2025-10-20,AGYS,110.77999877929688,113.5999984741211,110.66999816894531,111.0,142900
2025-10-20,AHCO,9.470000267028809,9.59000015258789,9.149999618530273,9.1899995803833,909900
2025-10-20,AHH,6.75,6.789999961853027,6.630000114440918,6.659999847412109,531000
2025-10-20,AIG,77.69000244140625,78.05000305175781,77.11000061035156,77.51000213623047,2760400
2025-10-20,AIN,57.77000045776367,57.849998474121094,56.54999923706055,56.56999969482422,171700
2025-10-20,AIR,84.0199966430664,84.9000015258789,83.80000305175781,84.01000213623047,306200
2025-10-20,AIZ,209.14999389648438,209.89999389648438,207.85000610351562,209.61000061035156,279800
2025-10-20,AJG,279.260009765625,280.82000732421875,275.7300109863281,280.2200012207031,1171200
2025-10-20,AKAM,74.25,74.31999969482422,72.94999694824219,72.94999694824219,1392500
2025-10-20,AKR,19.309999465942383,19.670000076293945,19.149999618530273,19.559999465942383,1133700
2025-10-20,AL,63.650001525878906,63.689998626708984,63.58000183105469,63.66999816894531,1634100
2025-10-20,ALB,96.13999938964844,97.69000244140625,94.0,94.0,2925600
2025-10-20,ALEX,16.940000534057617,16.940000534057617,16.65999984741211,16.709999084472656,282300
2025-10-20,ALG,183.25999450683594,184.47000122070312,178.02000427246094,181.80999755859375,42400
2025-10-20,ALGN,134.92999267578125,135.05999755859375,131.1300048828125,132.6199951171875,1031900
2025-10-20,ALGT,65.91000366210938,66.80000305175781,63.66999816894531,64.0,195100
2025-10-20,ALKS,30.979999542236328,31.270000457763672,30.06999969482422,30.520000457763672,1649000
2025-10-20,ALL,193.7899932861328,196.57000732421875,193.02999877929688,196.1199951171875,1139700
2025-10-20,ALLE,177.97000122070312,178.4499969482422,173.97000122070312,178.17999267578125,591800
2025-10-20,ALRM,50.33000183105469,50.5,49.70000076293945,49.97999954223633,224800
2025-10-20,AMAT,228.1300048828125,231.3300018310547,226.52999877929688,227.14999389648438,5490300
2025-10-20,AMCR,8.149999618530273,8.170000076293945,8.109999656677246,8.149999618530273,11484600
2025-10-20,AMD,240.55999755859375,242.8800048828125,234.39999389648438,236.47000122070312,56618000
2025-10-20,AME,187.38999938964844,188.0,186.0,186.97000122070312,767500
2025-10-20,AMGN,303.3299865722656,303.6600036621094,297.75,299.4800109863281,1613400
2025-10-20,AMN,19.860000610351562,20.1299991607666,19.719999313354492,19.809999465942383,463800
2025-10-20,AMP,472.67999267578125,476.7200012207031,472.0299987792969,472.0299987792969,761800
2025-10-20,AMPH,23.729999542236328,24.100000381469727,23.670000076293945,23.780000686645508,255500
2025-10-20,AMR,161.02999877929688,162.35000610351562,155.0,156.35000610351562,207300
2025-10-20,AMSF,41.779998779296875,41.83000183105469,40.81999969482422,41.0099983215332,118000
2025-10-20,AMT,193.0800018310547,193.1199951171875,190.6199951171875,191.9499969482422,1782100
2025-10-20,AMTM,22.8799991607666,23.079999923706055,22.239999771118164,22.639999389648438,766900
2025-10-20,AMWD,65.22000122070312,66.16999816894531,64.94999694824219,64.94999694824219,77000
2025-10-20,AMZN,216.47999572753906,216.69000244140625,213.58999633789062,213.8800048828125,38795700
2025-10-20,ANDE,47.5099983215332,47.810001373291016,47.150001525878906,47.5099983215332,185600
2025-10-20,ANET,146.47999572753906,149.8800048828125,146.19000244140625,146.3249969482422,6116300
2025-10-20,ANGI,13.859999656677246,13.949999809265137,13.520000457763672,13.520000457763672,481900
2025-10-20,ANIP,95.12000274658203,95.66999816894531,92.94999694824219,95.0999984741211,187300
2025-10-20,AON,344.1099853515625,347.2200012207031,341.3999938964844,347.2200012207031,783100
2025-10-20,AORT,42.61000061035156,42.779998779296875,42.06999969482422,42.459999084472656,233300
2025-10-20,AOS,69.80999755859375,70.19000244140625,69.25,69.83000183105469,1074600
2025-10-20,AOSL,31.950000762939453,33.0099983215332,30.760000228881836,30.760000228881836,331800
2025-10-20,APA,22.489999771118164,23.0,22.049999237060547,22.729999542236328,7247000
2025-10-20,APAM,43.65999984741211,44.04999923706055,43.459999084472656,43.47999954223633,271000
2025-10-20,APD,254.2100067138672,255.32000732421875,252.83999633789062,254.22999572753906,969100
2025-10-20,APH,127.66999816894531,127.94000244140625,125.69999694824219,126.56999969482422,5273600
2025-10-20,APLE,11.670000076293945,11.699999809265137,11.470000267028809,11.630000114440918,2240600
2025-10-20,APO,125.19000244140625,126.04000091552734,122.0,122.5199966430664,2943600
2025-10-20,APOG,38.15999984741211,38.38999938964844,37.630001068115234,38.38999938964844,149300
2025-10-20,APP,565.9400024414062,595.697021484375,553.0,593.3099975585938,6519400
2025-10-20,APTV,83.4000015258789,83.93000030517578,82.86000061035156,83.30999755859375,1177000
2025-10-20,ARCB,75.30000305175781,75.80000305175781,73.8499984741211,73.8499984741211,201900
2025-10-20,ARE,76.7300033569336,77.36000061035156,75.23999786376953,75.2699966430664,1653200
2025-10-20,ARI,10.149999618530273,10.289999961853027,10.0600004196167,10.25,787300
2025-10-20,ARLO,18.110000610351562,18.1299991607666,17.540000915527344,17.770000457763672,696000
2025-10-20,AROC,24.59000015258789,25.049999237060547,24.399999618530273,24.450000762939453,2085100
2025-10-20,ARR,15.75,15.859999656677246,15.640000343322754,15.680000305175781,3093700
2025-10-20,ARWR,38.470001220703125,38.560001373291016,36.904998779296875,37.66999816894531,1632100
2025-10-20,ASIX,19.1299991607666,19.889999389648438,19.110000610351562,19.739999771118164,172500
2025-10-20,ASO,50.560001373291016,52.25,50.400001525878906,52.189998626708984,1361600
2025-10-20,ASTE,47.310001373291016,47.65999984741211,46.47999954223633,46.70000076293945,140200
2025-10-20,ASTH,32.9900016784668,33.13999938964844,32.2400016784668,32.41999816894531,319200
2025-10-20,ATEN,17.68000030517578,17.760000228881836,17.440000534057617,17.65999984741211,417200
2025-10-20,ATGE,153.10000610351562,153.83999633789062,150.17999267578125,151.3300018310547,194700
